'259','Canon','Canon EOS-1D X','FullFrame',\N,\N
'260','Canon','Canon EOS 5D','FullFrame',\N,\N
'261','Canon','Canon EOS 5D Mark II','FullFrame',\N,\N
'262','Canon','Canon EOS 5D Mark III','FullFrame','Canon EOS 5D Mark III','<a target="_blank" href="http://www.amazon.com/gp/product/B007FGYZFI/ref=as_li_ss_il?ie=UTF8&camp=1789&creative=390957&creativeASIN=B007FGYZFI&linkCode=as2&tag=michalography-20"><img border="0" src="http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&ASIN=B007FGYZFI&Format=_SL110_&ID=AsinImage&MarketPlace=US&ServiceVersion=20070822&WS=1&tag=michalography-20"/></a><img src="http://ir-na.amazon-adsystem.com/e/ir?t=michalography-20&l=as2&o=1&a=B007FGYZFI" width="1" height="1" border="0" alt="" style="border:none !important; margin:0px !important;" />'
'362','Nikon','NIKON D3200','APSC','Nikon D3200','<a target="_blank" href="http://www.amazon.com/gp/product/B007VGGFZU/ref=as_li_ss_il?ie=UTF8&camp=1789&creative=390957&creativeASIN=B007VGGFZU&linkCode=as2&tag=michalography-20"><img border="0" src="http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&ASIN=B007VGGFZU&Format=_SL110_&ID=AsinImage&MarketPlace=US&ServiceVersion=20070822&WS=1&tag=michalography-20"/></a><img src="http://ir-na.amazon-adsystem.com/e/ir?t=michalography-20&l=as2&o=1&a=B007VGGFZU" width="1" height="1" border="0" alt="" style="border:none !important; margin:0px !important;" />'
'363','Nikon','NIKON D5000','APSC','Nikon D5000','<a target="_blank" href="http://www.amazon.com/gp/product/B00267S7TQ/ref=as_li_ss_il?ie=UTF8&camp=1789&creative=390957&creativeASIN=B00267S7TQ&linkCode=as2&tag=michalography-20"><img border="0" src="http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&ASIN=B00267S7TQ&Format=_SL110_&ID=AsinImage&MarketPlace=US&ServiceVersion=20070822&WS=1&tag=michalography-20"/></a><img src="http://ir-na.amazon-adsystem.com/e/ir?t=michalography-20&l=as2&o=1&a=B00267S7TQ" width="1" height="1" border="0" alt="" style="border:none !important; margin:0px !important;" />'
'364','Nikon','NIKON D5100','APSC','Nikon D5100','<a target="_blank" href="http://www.amazon.com/gp/product/B004V4IWKG/ref=as_li_ss_il?ie=UTF8&camp=1789&creative=390957&creativeASIN=B004V4IWKG&linkCode=as2&tag=michalography-20"><img border="0" src="http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&ASIN=B004V4IWKG&Format=_SL110_&ID=AsinImage&MarketPlace=US&ServiceVersion=20070822&WS=1&tag=michalography-20"/></a><img src="http://ir-na.amazon-adsystem.com/e/ir?t=michalography-20&l=as2&o=1&a=B004V4IWKG" width="1" height="1" border="0" alt="" style="border:none !important; margin:0px !important;" />'
'365','Nikon','NIKON D5200','APSC','Nikon D5200','<a target="_blank" href="http://www.amazon.com/gp/product/B00AXTQR5U/ref=as_li_ss_il?ie=UTF8&camp=1789&creative=390957&creativeASIN=B00AXTQR5U&linkCode=as2&tag=michalography-20"><img border="0" src="http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&ASIN=B00AXTQR5U&Format=_SL110_&ID=AsinImage&MarketPlace=US&ServiceVersion=20070822&WS=1&tag=michalography-20"/></a><img src="http://ir-na.amazon-adsystem.com/e/ir?t=michalography-20&l=as2&o=1&a=B00AXTQR5U" width="1" height="1" border="0" alt="" style="border:none !important; margin:0px !important;" />'
'366','Nikon','NIKON D7000','APSC','Nikon D7000','<a target="_blank" href="http://www.amazon.com/gp/product/B0042X9LC4/ref=as_li_ss_il?ie=UTF8&camp=1789&creative=390957&creativeASIN=B0042X9LC4&linkCode=as2&tag=michalography-20"><img border="0" src="http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&ASIN=B0042X9LC4&Format=_SL110_&ID=AsinImage&MarketPlace=US&ServiceVersion=20070822&WS=1&tag=michalography-20"/></a><img src="http://ir-na.amazon-adsystem.com/e/ir?t=michalography-20&l=as2&o=1&a=B0042X9LC4" width="1" height="1" border="0" alt="" style="border:none !important; margin:0px !important;" />'
'367','Nikon','NIKON D7100','APSC','Nikon D7100','<a target="_blank" href="http://www.amazon.com/gp/product/B00BI9X7UC/ref=as_li_ss_il?ie=UTF8&camp=1789&creative=390957&creativeASIN=B00BI9X7UC&linkCode=as2&tag=michalography-20"><img border="0" src="http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&ASIN=B00BI9X7UC&Format=_SL110_&ID=AsinImage&MarketPlace=US&ServiceVersion=20070822&WS=1&tag=michalography-20"/></a><img src="http://ir-na.amazon-adsystem.com/e/ir?t=michalography-20&l=as2&o=1&a=B00BI9X7UC" width="1" height="1" border="0" alt="" style="border:none !important; margin:0px !important;" />'
'368','Nikon','NIKON D40','APSC',\N,\N
'369','Nikon','NIKON D40X','APSC',\N,\N
'370','Nikon','NIKON D50','APSC',\N,\N
'371','Nikon','NIKON D60','APSC',\N,\N
